Author,Comment,Published
@bayueffendy8714,"Pantas kemarin waktu sy ngetraining org, sy yg sakit pala. Karena biar operasi sederhana pembagian dan bahkan pernah sy nyuruh nyebut dan nulis  angka 10.100, 101.100, 100.001, dan 1.000.001 sj bingung. Padahal pekerjaan mereka nantinya banyak hitung2annya.. <br><br>Dan impact nya ke tempat kerja yg sekarang jg banyak org2 yg &quot;patah pulpen&quot;. <br><br>Pantas beberapa tahun terakhir jg sempat mikir &quot;kok makin kesini banyak org2 yg makin begi ya?&quot; Padahal setahuku pendidikan sdh banyak yg gratis, akses informasi lebih mudah, mau belajar apa sj gampang, tp kok malah gini ya??",2024-10-13T05:38:18Z
@santriturungunung2384,Nadim goblok,2024-10-13T05:36:31Z
@tutor_mrbee,kasih bansos.....haha,2024-10-13T05:36:26Z
@rezamaulanaanshory6213,"Gen KBK, Gen KTSP, Gen Merdeka..",2024-10-13T05:36:11Z
@IfanTirta,"video bagus, tp gw agak keganggu sama asap yg ngebul wkwk",2024-10-13T05:33:30Z
@avanticinthiaherdina2698,"Saya salag 1 tenaga pendidik di smp negeri juga sama dengan komen teman2 disini. Anak2 sekarang tidak punya akhlak yg baik. Ditegur berani melawan. Jika saya ingin memukul (karena si anak berperilaku kurang ajar banget) tidak bisa, tersandung masalah kpai. Banyak anak2 tidak bisa membaca. Banyak anak yg harusnya tinggal kelas disuruh naik kelas.",2024-10-13T05:33:24Z
@naomiakatzuki8604,Menteri gojeg onlain😂😂😂..,2024-10-13T05:32:29Z
@LLLLlll__0000,"Gak bang, kecerdasan udah ada alat ukurnya namanya Tes IQ, entar di tes udah dibagi banyak kok, language, verbal, numerik, gambar terus diakumulasikan jumlah rata2nya nanti jadinya hasil tes Intelligence general. Gw dulu SMA itu kalo gak di atas 115 gak akan bisa masuk. Itu udah rata2 untuk bisa mengikuti mata pelajaran. Itu aja bukan nomer satu, masih ada lagi sekolah SMA swasta yg lebih gila",2024-10-13T05:31:47Z
@kholiqashidiq,"karena zonasi, siswa sekarang semangat belajarnya turun, malah sama sekali tidak belajar. karena menganggap bahwa mereka masih bisa masuk sma walaupun nilai mereka jelek",2024-10-13T05:31:00Z
@vnyxxx6917,"tutor lepas dari kecanduan gpt dong, gw pas smp sma nulis lancar bet skrg bikin latar belakang aja cuma ngasih poin² trs minta disusunin gpt",2024-10-13T05:30:18Z
@priyagungwm5900,"Dan menurut kalian dgn sistem sklh harus memakai sepatu warna hitam, rambut harus dipotong kalo tidak kena razia rambut, trs ortu tidak bisa membayar sklh SPP dan sebagainya akhirnya anaknya yg jadi korban tidak bisa ikut ujian bersama teman&quot; yg lainnya dan akhirnya ujian menyusul. Apa itu diwajarkan menurut kalian?. Kalo saya jujur tidak, karna saya datang kesana tugas nya hanya untuk belajar bkn yg lainnya makanya saya benci sekali sama sistem sklhan, kita disana cmn diajarkan cara berhafal bkn berfikir.",2024-10-13T05:29:37Z
@rosihananwara6269,Maaf bang... Gw nggk setuju sama pendapat anda... Kalau meneyelami kurikulum yg sekarang maka dampaknya akan luar biasa... Tapi nggk sesingkat ini... Perlu waktu,2024-10-13T05:28:03Z
@DaveMorningatez,"Ini yang di gaung2kan makhluk 58, menuju Indonesia Emas?!?! Break sekebon ajr",2024-10-13T05:23:52Z
@irwanfauzi3062,"Untung gw udah lulus pake KBK, kurikulum 94 😅",2024-10-13T05:23:48Z
@Jhoentak15,"<a href=""https://www.youtube.com/watch?v=1qDL8bPuj_I&amp;t=345"">5:45</a>  ini akan selalu ada di Indonesia, mungkin sampai kiamat.",2024-10-13T05:23:11Z
@yesimaharani6222,Lha nak ora ISO Moco...piye arep memahami literasi puuaakkk...😭,2024-10-13T05:22:24Z
@nn.aazah0309,"Betul guru dipaksa menyelesaikan administrasi yg full, blm juga bagi waktu mengajar, masih menyelesaikan pekerjaan sesuai jadwal, blm juga di rumah,berdosa bgt rasanya ke anak 😭 apalagi saya guru SD musti membagi waktu, dan beberapa butuh dokumentasi dan menyelesaikan 1 per 1",2024-10-13T05:21:34Z
@hanggasaputra5511,Saya smk gak bisa baca huruf jepang,2024-10-13T05:21:32Z
@AgrarAdiatma-nu3wl,Cah saiki pekok2 sumpah,2024-10-13T05:19:25Z
@bandriocia,"Indonesia belum siap untuk sistem yang seperti Finlandia, semua belum siap, sisi Infrastruktur, aturan, sistem, dll. Pertanyaan nya  adalah, bagaimana Seorang Nadiem Makarim yakin betul bahwa sisitem di Finlandia bisa di terapkan di Indonesia yang dari segi sosial, budaya, dan ekonomi jauh berbeda",2024-10-13T05:17:52Z
@danifikryansyah329,Ketua gojek jadi kemendikbud jadi gini lh wkwk,2024-10-13T05:15:18Z
@cupacup4061,"Menurut saya, sistem zonasi adalah sistem yang membatasi siswa dalam berkembang dari segi pola pikir dan banyak hal lainnya. Saya mengambil contoh nyata dari kisah sewaktu saya sekolah dulu. Saya berdomisili di bekasi, tapi SMP dan SMA di Jakarta utara. Tiap hari harus bangun subuh, berangkat naik bis. Kadang pulang juga sampe rumah jam 8 Malem karna macet dan bimbel. Rutinitas yang luar biasa, sama kaya orang kantoran. Berangkat gelap pulang gelap. Tapi.. Banyak nilai dan pengalaman luar biasa didalam proses itu. Kedisiplinan, mental survival, nilai kejujuran, manajemen waktu, manajemen keuangan dan hal positif lainnya. Ya, itu adalah nilai nilai dan pelajaran yang gakkan pernah didapat di bangku sekolah. Zonasi ini malah menutup ruang pembelajaran siswa &quot;LAINNYA&quot; yang gakkan pernah diajarkan dan didapatkan di sekolah. Awalnya berat, sangat berat ketika dijalani. Tapi akhirnya saya pun sadar bahwa sangat berpengaruh untuk membentuk karakter seorang siswa.",2024-10-13T05:15:04Z
@BakriAsibli,"Tetangga gua kebetulan dia deket sama gua ,kelas 2 sma masih ga bisa baca",2024-10-13T05:13:18Z
@albanna9925,liat dari SD nya... bang kalau mau ada narasumber yg emang sudah observasi dari kekalutan pendidikan kita.. nnt saya kasi kontak ny,2024-10-13T05:11:58Z
@khoiruddinch,pantesan anak muda sekarang banyak yang &quot;rusak&quot;,2024-10-13T05:10:46Z
@charmless_man,menteri ini sebetulnya cerdas.<br><br><br><br><br>cerdas membodohkan kehidupan bangsa.,2024-10-13T05:08:00Z
@shiro_ai,Saya merasa beruntung dulu waktu SD SMP suka main ke perpus buat sekedar baca ensiklopedi bergambar,2024-10-13T05:06:04Z
@revsistor8800,"Sebagai orang yang tidak merasakan zonasi waktu sekolah, Alhamdulillah masuk smp/sma lewat UN, ketemu temen2 yg pinter juga dan sangat ambis.",2024-10-13T05:04:01Z
@MultiDivebomber,Mas Nadiem overrated....Goto aja berdarah terus....format bisnisnya ga logis ...bakar duit awal2 saja....jangan selawase,2024-10-13T05:02:28Z
@agunkkhidayat,"Ini nih yg di contohin sama negara. Emang kalau membandingkan lebih jelek, kita yg jelek ini jd lebih bagus. Dr kata kata&quot; Kita sih masih mending, ada tuh teman yg belum bisa baca&quot;",2024-10-13T05:01:55Z
@bayusuryanto1747,HOROR!,2024-10-13T05:01:24Z
@rengekun2263,Pantes aja anak&quot; muda d tiktok dll kelakuannya pd tolol,2024-10-13T04:59:32Z
@arusyah7638,kebodohan akan menciptakan peradaban mengerikan!,2024-10-13T04:58:45Z
@dafidjunaidi7201,nadiem aja ga bisa urus keluarga nya. palagi mengurus  pendidikan di negeri yg besar inu,2024-10-13T04:57:57Z
@AndrikChanel,topik ini yang selalu di kritik oleh timoty ronald,2024-10-13T04:54:02Z
@AyuWandira-r4k,"Sejak sistem zonasi terapkan aku ketolak sekolah di SMA negeri dan terpaksa melanjutkan pendidikan di SMA swasta. Alhasil orang ku pontang panting cari uang untuk bayar SPP, padahal kalau dulu sekolah di negeri uang untuk SPP bisa di gunain untuk bimbel, ikut les musik, les renang atau les yang lain lain. <br>Duhh sistem pendidikan di Indonesia sangat memperihatinkan 😢",2024-10-13T04:52:44Z
@temanjalan92,"Anak KBK Absen sini, ujian 4 bulan sekali, punya jatah libur 3 kali setahun, syahdu nya  kala itu.",2024-10-13T04:51:42Z
@MelodyMigleKaraoke,Yap pe er kita membenahi keluarga kita aja dulu. Ga usah jauh jauh. Bukan kapasitas kita,2024-10-13T04:51:34Z
@murhabanrani2779,Bukan salah Nadiem tp salah org yg meletakkan Nadiem pada posisi Menteri Pendidikan.,2024-10-13T04:49:53Z
@elsaekaputri8529,Ini yg membuat saya ragu memasukan anak ke sekolah negeri 😢,2024-10-13T04:49:13Z
@kinantiwidiasmara2595,Indonesia mau jadi apa ini 😢,2024-10-13T04:49:07Z
@nataputra759,"saya mendukunh nadiem markarin jadi mentri lagi, oke gas yg penting gizi nya baik",2024-10-13T04:48:56Z
@netizenuniverse7041,SMK Ga Jelek Ko,2024-10-13T04:48:31Z
@ellapelupessy6751,"Sebagai pembuka lowongan kerja, susah sekali skrng mencari tenaga kerja mumpuni. Mencari lulusan mumpuni dan siap kerja, bagai mencari jarum di tumpukan jerami. Bayangkan bahkan anak lulusan SMA tidak tahu kepanjangan EYD dan tidak paham penulisan tanggal yg benar. Tidak paham setelah titik harus huruf besar. Benar2 kemunduran pendidikan. Sekelas lulusan kuliah, merangkum data, tapi tidak mengerti apa yang di rangkum, murid2 hanya di paksa merangkum sesuatu yg mereka tdak pahami.",2024-10-13T04:47:37Z
@slametajis,Coba yang punya sepupu kelas 4-6 SD tanya jam 17.00 jam berapa?,2024-10-13T04:46:16Z
@netizenuniverse7041,"Gw SD kelas 2 aja masih susah baca gw malu njirr, itu jaman jaman jauh sebelum ada hp jadi belajar masih manual lewat buku yang tekstual dan trafisional",2024-10-13T04:46:03Z
@WisamAhmada-se7hh,"Jujur, saya dulu ngga percaya ada anak smp / bahkan sma yang belum lancar perkalian dan pembagian, apalagi akar, kuadrat dan sebagainya. Soalnya di lingkungan saya hal hal seperti itu adalah basic ilmu nya anak SD, bahkan tak sedikit dari kami yang sudah paham aljabar pada saat itu, dan fyi saya tinggal di kabupaten, bukan kota besar.<br><br>Tapi anehnya, saya dapat kabar dari saudara saya yang menetap di kota, bahkan di ibukota sendiri. Banyak ditemui diantara mereka yang duduk di bangku smp / sma belum begitu paham semua operasi bilangan di atas, itupun mreka sekolah di sekolah negeri, yang notabene guru” nya kebanyakan sudah PNS. <br><br>Lalu, sebenarnya apa yang mereka(baik guru dan murid) lakukan di sekolah?, apa mungkin sekarang beda zaman? sudah terlalu terpengaruh oleh gadget dan medsos?. atau mungkin efek dihilangkannya UN?. Pertanyaannya, dengan realita seperti ini. MASIHKAH BISA DI PERCAYA INDONESIA EMAS 2045???",2024-10-13T04:43:09Z
@ellapelupessy6751,Menteri twegoblok sepanjang sejarah Indonesia,2024-10-13T04:42:33Z
@LaniMahyadi,"Miris bang, malahan sistem pendidikan yang ditempati adik saya miris banget, dengan kurikulum sistem pembelajaran &quot;Merdeka&quot;, yang parahnya lagi gw pernah wawancarai beberapa murid , dan mereka menjelaskan para guru tidak memberikan/ menjual buku paket apapun, jadi mereka hanya mengajar sesuai mapel, urusan mereka memiliki kemauan untuk belajar atau enggaknya, mereka kek menghiraukan kemampuan siswanya itu sendiri, miris, dan juga urusan nilai ulangan mereka (para guru) bisa merubah nilai mereka para murid, bila nilai murid tersebut dibawah nilai KKM, miris bang",2024-10-13T04:41:50Z
@ackermanaviation7607,Di Indonesia masih banyak yang menerapkan standar panjang rambut yaitu jika melebihi ketebalan jari akan di bikin rusak. Termasuk daerah gua. Jadi guru di Indonesia seperti lebih suka membully siswa. Lebih ngurusin rambut daripada isi kepala siswa. Banyak korban yang merasa tidak percaya diri sehingga mengganggu proses kembangnya. Di mulai hal sesederhana aturan saja sudah sangat konyol dan hanya memberikan hal negatif ke siswa,2024-10-13T04:39:13Z
@MiratuaOfficial,Gurunya juga kebanyakana tuntutuan,2024-10-13T04:37:23Z
@fatiraaulia5870,Berdasarkan asumsi saya pemerintah kita terlalu sering mengikuti sistem pendidikan negara lain yg notabennya tidak sesuai dengan orang&quot; kita seperti sikap<br>Contoh orang kita itu malas  misalnya penghapus ujian nasional dimana kalau kita lihat beberapa pendapat dimana kalau kita lihat contoh &#39;masa semua masa sekolah kita ditentukan disatu hari&#39;<br>Padahal itu bukti bahwa kita bisa melihat siapa yg cocok untuk melanjutkan kependidikan lain <br>Dan bukti bahwa sdm kita bisa jadi lebih pintar karena mau gk mau harus bisa dan belajar giat<br>Dan ini tidak memicu orang&quot; kita yg malas mau menerima informasi dan tidak mau memahami materi yg diajarkan<br>Dan tidak adanya tinggal kelas memperparah masalah pendidikan kita dimana siswa yg kita yg belum cocok/pantas naik kelas <br>Dimana kalau dasarnya dasar dari kelas 1 sd belum bisa misalnya penjumlahan bagaimana ingin mempelajari perkalian?<br>Itu lah yg salah dari sistem pendidikan kita,2024-10-13T04:37:22Z
@pandoragirl9424,"Rakyat indonesia tu ibarat domba. Pemerintahnya harus aktif mengarahkan. Mental kita kebanyakan mikir hidup santai, males malesan tapi banyak duit. Liat aja lamaran CPNS yang begitu membludak. Jiwa kreatifitasnya rata rata nol juga. Gak bisa pake sistem pendidikan yang menuntut kesadaran diri, harus pakai cara kompetitif dan militer. <br><br>Sistem zonasi jyga konyol. Dari sisi pergaulan ya, orang rajin dan pinter cenderung ikut malas dan nakal kalau temen2nya kekumpul yg nakal bukan sebaliknya.",2024-10-13T04:31:28Z
@dwiimam1454,Akhirnya ad yg speak up...,2024-10-13T04:24:19Z
@evitamahardika6823,"Saya seorang guru honorer di sebuah sekolah negri. Menyaksikan bagaimana lamban dan tidak efektifnya sistem pendidikan di Indonesia. <br><br>Saat ini guru dipusingkan oleh kesibukan dalam melengkapi dan mengerjakan administrasi, belum lagi kamu harus menerima gaji yg tidak sepadan dengan kerja keras kami, yg setiap hari harus mengajar tapi juga dituntut mengerjakan berbagai administrasi. Seakan-akan jika kami tidak menyelesaikan administrasi akan lebih beresiko daripada jika kami tidak mengajar/masuk kelas. <br><br>Rendahnya pendapatan kami membuat kami mau tidak mau menjadi ambisi mengerjakan program2 yg disediakan oleh pemerintah agar kami bisa mendapatkan pendapatan yg &quot;menjamin&quot;, tapi mereka lupa bahwa program tersebut berdampak pada kurangnya fokus kami dalam mengajar. <br><br>Sistem zonasi dan tidak adanya tinggal kelas merupakan faktor terbesar rendahnya semangat belajar siswa. Siswa menganggap nilai yg bagus bukanlah acuan untuk mereka mendapatkan Sekolah Negri atau bisa naik kelas. Sikap mencontek dan plagiarisme dijadikan kebiasaan dalam mengerjakan ujian.<br><br>Tolong buat video ini sampai ke Mas Menteri dan para pemangku kebijakan😭",2024-10-13T04:22:09Z
@sacakusumaa,Sistem Pendidikan tanpa infrastruktur yg mapan bagaikan otak tanpa tubuh,2024-10-13T04:21:57Z
@shinyvectorglass,gen boomer gini amat dah,2024-10-13T04:21:42Z
@nimenesia360,Dan munculah kalimat &quot;sekolah adalah scam&quot;,2024-10-13T04:21:16Z
@dinaduds,"Semoga kritik ini bener² didengarkan oleh pemerintahan baru nanti. Jgn coba² tanpa ada analisa dan kajian detail ttg sistem pendidikan dan kurikulum, dampaknya bisa panjang. Generasi yg sekolah skrg, mereka lah yg akan kembali ke masyarakat beberapa tahun lagi, tentunya kita gak mau anak² yg dibodohkan ini yg ngurus negara besok². Semoga betul² mereka yg kompeten di taruh nanti jadi menteri pendidikan. Semoga",2024-10-13T04:18:26Z
@abangkhoirul4909,Gelap emng pemerintah sekarang 😢,2024-10-13T04:15:06Z
@Gladis-g3i,Sebetulnya masalah zonasi kyknya utk mengatasi mslh sekolah favorit di jakarta. Masalahnya adalah Indonesia bukan jakarta aja.,2024-10-13T04:14:19Z
@makanmalam6243,"Saya Guru Honor generasi Z saya pastikan anak2 sekarang kalau pakai Nilai real Semua Tidak lulus.. semua, SEMUA.. Sangat menyedihkan bagi seorang guru yg d kejar hanya administrasi",2024-10-13T04:13:44Z
@glhchannel215,La<br> Gimana sekarang anak gak bisa apa pun di haruskan naik Krn kurikulum merdeka konyol materi konyol masak cp saja gonta ganti mending KTSP dulu materi baik bukan dari hp materinya,2024-10-13T04:12:53Z
@tarixxjabrixx2722,"Setuju banget, bang... Ini masalah yg urgent. Indonesia Emas 2045, takutnya berubah jadi Indonesia Emas 2145.",2024-10-13T04:10:27Z
@indrasusanto2638,"Karena sudah dijamin lulus, ga ada UN, jamin naik kelas, ga ada tekanan, anak² SMA jika malam keluar kluyuran sampai subuh, bahkan dikota Jogja/solo banyak yg malem² naik motor sambil nenteng pedang &amp; parang, masyarakat nyebutnya Klitih.",2024-10-13T04:09:28Z
@arjunaireng5411,@prabowo @gibran @gerindra<br>semoga ini bisa jadi masukan untuk anak cucu penerus bangsa,2024-10-13T04:08:35Z
@octopus92,"Setelah menonton video ini sebagai anak kelahiran 90an, saya merasa bersyukur dengan sistem pendidikan dan kurikulum zaman saya sekolah dulu. Walaupun tak sempurna tapi tak sebobrok yg sekarang. 🙏🙏🙏",2024-10-13T04:07:49Z
@PutriAyuWandira-i6d,"Mau anak anak bener lagi, kembalikan UJIAN NASIONAL",2024-10-13T04:07:09Z
@LLLLlll__0000,"Guru baca puluhan buku dan punya sertifikasi, Professor baca ratusan buku, dan mereka mau belajar dari internet??!! Malah mereka mau ngedebat??!! Logika macam apa itu? Kalian gak berada dalam posisi mendebat, kalian berada dalam posisi menerima !!! Gw baca banyak buku kenapa gw harus menerima ajakan orang yg gak pernah baca untuk berdebat ??? Apa yg mau didebatin? Gede2an bola mata melotot? Ama gede2an suara?",2024-10-13T04:04:37Z
@umarsaid5464,"di KK ku sekarang tiap tahun nambah anak, karna ada program zonasi",2024-10-13T04:03:03Z
@ZainalAbidin-dx8lg,Menghilangkan kompetisi belajar di dunia pendidikan sama dengan mencetak generasi tulang lunak..,2024-10-13T04:02:27Z
@thechoku9765,"sistem zonasi ini memang sistem bangsat, gw yang punya nem 27 kalah ketrima sama anak lain yang nem nya 19 pas 2018 cuma karena  rumah gw jauh, fasilitas sekolah negeri dikasih ke anak random sukurin lo penerus bangsa goblok semua",2024-10-13T04:01:26Z
@MrGOLDFREAKS,Hancuuurrr...sudah....baru kemren liat konten tiktok tanya2 anak SMP,2024-10-13T04:01:26Z
@adyanr2507,"Cepet2 ganti jerome polin deh.., si nadim ini",2024-10-13T03:59:09Z
@ezasofi6901,"dulu waktu jaman UTBK sekolah saya menerapakan remote PC, tujuannya agar nilai murid tetap bagus dan akreditasi sekolah tidak turun, semoga pendidikan indo bisa membaik untuk indonesia emas yang sebenarnya",2024-10-13T03:56:59Z
@JanganLupaBahagia,"Lanjutkan Bang, lebih dalam lagi",2024-10-13T03:55:18Z
@krapfen1302,jadi organized mess spekulasi gw. gimana bisa calon generasi emas kita pendidikannya seperti ini tanpa disinggung dari awal terbit. &quot;semakin sedikit orang pintar semakin banyak orang bødøh yang mudah ditipu&quot; 🤔,2024-10-13T03:55:12Z
@julisetiawan3506,Anak blum siap naik kelas tpi di paksa naik kelas padahal kapasitasnya blum memenuhi,2024-10-13T03:55:10Z
@tfebians2,"akibat SALAH MEMILIH ORANG yg tepat di POSISI PENTING ya beginilah hasilnya, udah acak2an dia buat 10 tahun ini kurikulum Pendidikan Indonesia.<br><br>cara untuk KEMBALI adalah harus MENGAKUI KESALAHAN, Introspeksi, evaluasi dan JANGAN DIULANGI Kesalahan sebelumnya.<br><br>Semoga Presiden yg baru ini memilih ORANG YG TEPAT untuk membereskan KESALAHAN 10 tahun kemarin.. aamiin",2024-10-13T03:54:42Z
@arianhnnabell5966,Menuju indonesia emas 9099,2024-10-13T03:53:34Z
@sigitsetiyanto,Semoga pemerintah dengar,2024-10-13T03:52:26Z
@stroboy,"mau pake sistem pendidikan negara manapun juga rasanya ga masuk akal,dari semua yang disampaikan nadiem pikiran saya langsung tertuju dengan gimana bobroknya fasilitas sekolah saya dulu,perpustakaan yang minim buku,meja dan bangku yang rusak,kelas yang sangat membosankan dan kurang terawat,fasilitas penyalur ekstrakulikuler dan hobi siswa sangat kurang.<br>dari apa yang di bicarakan nadiem saya langsung tepis dengan BULLSHIT!!!",2024-10-13T03:51:18Z
